"enterobacter","escherichia","klebsciella","enterobacter.rel","escherichia.rel","klebsciella.rel","enterobacter.relTot","escherichia.relTot","klebsciella.relTot","samples"
5829,1878,9973,0.329694570135747,0.106221719457014,0.56408371040724,0.000260524096355925,8.3936224559346e-05,0.00044573800187985,"CAMDA23_MetaSUB_gCSD16_TOK_17"
8757,2285,7264,0.478367748279253,0.124822462580575,0.396809789140173,0.000469460186189722,0.000122498175795765,0.000389420896709163,"CAMDA23_MetaSUB_gCSD16_TOK_18"
8507,1662,21364,0.269780864491168,0.0527066882313767,0.677512447277455,0.0002666855930781,5.21019696362762e-05,0.000669739157225875,"CAMDA23_MetaSUB_gCSD16_TOK_19"
14157,5981,15634,0.395756457564576,0.16719780834172,0.437045734093705,0.000820353101252851,0.000346579917962372,0.000905940551316456,"CAMDA23_MetaSUB_gCSD16_TOK_1"
14031,4433,17593,0.38913387137033,0.122944227195829,0.487921901433841,0.000500818796435095,0.000158230327460393,0.000627959880670133,"CAMDA23_MetaSUB_gCSD16_TOK_20"
10815,7726,11325,0.362117457978973,0.258688810018081,0.379193732002946,0.000389163514346244,0.000278009922500146,0.000407515191860491,"CAMDA23_MetaSUB_gCSD16_TOK_21"
3624,77570,4108,0.0424843497221636,0.90935734214907,0.048158308128766,0.000115402560688564,0.00247013703990394,0.000130815043959332,"CAMDA23_MetaSUB_gCSD16_TOK_22"
3570,2048,9673,0.233470669020993,0.133934994441175,0.632594336537833,0.000221481606479919,0.00012705723531397,0.000600109686128923,"CAMDA23_MetaSUB_gCSD16_TOK_23"
11538,3686,14196,0.392182188987084,0.125288919102651,0.482528891910265,0.000832695171861918,0.000266017889017423,0.00102452250474534,"CAMDA23_MetaSUB_gCSD16_TOK_24"
5369,2122,15463,0.233902587784264,0.0924457610873922,0.673651651128344,0.000280382402116305,0.000110816065801974,0.000807515940384508,"CAMDA23_MetaSUB_gCSD16_TOK_2"
8309,2387,13433,0.34435741224253,0.0989266028430519,0.556715984914418,0.000429223813640928,0.00012330692540148,0.000693917858784281,"CAMDA23_MetaSUB_gCSD16_TOK_3"
6894,3793,6752,0.395320832616549,0.217501003497907,0.387178163885544,0.000210674962056963,0.000115910956060641,0.000206335559009082,"CAMDA23_MetaSUB_gCSD16_TOK_4"
17179,8158,29002,0.316144941938571,0.150131581368814,0.533723476692615,0.00175828985201973,0.000834980418695906,0.00296838711731045,"CAMDA23_MetaSUB_gCSD16_TOK_5"
5366,1587,8589,0.345258010552053,0.102110410500579,0.552631578947368,0.000209758696972407,6.20363496263903e-05,0.000335746822269103,"CAMDA23_MetaSUB_gCSD16_TOK_6"
44178,11884,51780,0.409654865451308,0.110198252999759,0.480146881548933,0.00295095219274424,0.000793814021879048,0.00345874201050969,"CAMDA23_MetaSUB_gCSD16_TOK_7"
21390,46330,160021,0.0939224821178444,0.203432846962119,0.702644670920036,0.000772100594419998,0.0016723431762262,0.00577617153902209,"CAMDA23_MetaSUB_gCSD16_TOK_8"
11080,2218,17583,0.358796671092257,0.0718240989605259,0.569379229947217,0.000466223103913135,9.33287765775572e-05,0.000739855671128579,"CAMDA23_MetaSUB_gCSD16_TOK_9"
918,165,1399,0.36986301369863,0.0664786462530218,0.563658340048348,0.000617913847462784,0.000111062946439389,0.000941679164052761,"CAMDA23_MetaSUB_gCSD17_BAL_10"
723,175,1117,0.358808933002481,0.086848635235732,0.554342431761787,0.000752670261716879,0.000182181598617502,0.00116283911803286,"CAMDA23_MetaSUB_gCSD17_BAL_11"
2307,371,4171,0.336837494524748,0.0541684917506205,0.608994013724631,0.000853030309753165,0.000137179993462689,0.00154225809361961,"CAMDA23_MetaSUB_gCSD17_BAL_12"
1510,270,4408,0.244020685197156,0.0436328377504848,0.712346477052359,0.00138988860641116,0.000248523128298684,0.00405737018348371,"CAMDA23_MetaSUB_gCSD17_BAL_14"
2298,193,5539,0.286176836861768,0.0240348692403487,0.689788293897883,0.000970924241291152,8.15441160005188e-05,0.00234027387837758,"CAMDA23_MetaSUB_gCSD17_BAL_1"
7964,1066,8282,0.460027726432532,0.0615757855822551,0.478396487985213,0.00261603652728049,0.000350162598955425,0.0027204940380383,"CAMDA23_MetaSUB_gCSD17_BAL_2"
4422,393,6625,0.386538461538462,0.0343531468531469,0.579108391608392,0.00188860961687534,0.000167847937456356,0.0028294976734055,"CAMDA23_MetaSUB_gCSD17_BAL_3"
271,66,583,0.294565217391304,0.0717391304347826,0.633695652173913,0.00040645102265177,9.89880719373315e-05,0.000874394635446429,"CAMDA23_MetaSUB_gCSD17_BAL_4"
377,298,450,0.335111111111111,0.264888888888889,0.4,0.000363377346651386,0.000287231961013563,0.000433739538443299,"CAMDA23_MetaSUB_gCSD17_BAL_5"
422,380,1409,0.190863862505654,0.171867933061963,0.637268204432384,0.000525113359779801,0.000472850892692712,0.0017532813363264,"CAMDA23_MetaSUB_gCSD17_BAL_6"
1229,479,1973,0.333876663950014,0.13012768269492,0.535995653355067,0.000672943088398111,0.000262278062931404,0.00108032279366108,"CAMDA23_MetaSUB_gCSD17_BAL_7"
1870,559,3223,0.330856334041047,0.0989030431705591,0.570240622788393,0.000769131108062921,0.000229916732303301,0.00132562008624962,"CAMDA23_MetaSUB_gCSD17_BAL_8"
735,462,5004,0.118529269472666,0.0745041122399613,0.806966618287373,0.000478842647094272,0.000300986806744971,0.00326003891980917,"CAMDA23_MetaSUB_gCSD17_BAL_9"
610,249,1943,0.217701641684511,0.088865096359743,0.693433261955746,0.000690531120313162,0.000281872539275372,0.00219951142093192,"CAMDA23_MetaSUB_gCSD17_DEN_10"
330,109,527,0.341614906832298,0.112836438923395,0.545548654244306,0.000189472560067108,6.25833607494386e-05,0.000302581936834442,"CAMDA23_MetaSUB_gCSD17_DEN_11"
203,131,1293,0.124769514443762,0.0805162876459742,0.794714197910264,0.000279847531344991,0.000180591264069921,0.00178247713314815,"CAMDA23_MetaSUB_gCSD17_DEN_12"
109,53,383,0.2,0.0972477064220184,0.702752293577982,6.99321786183326e-05,3.40037198786388e-05,0.000245724994594692,"CAMDA23_MetaSUB_gCSD17_DEN_13"
1113,380,2444,0.282702565405131,0.0965201930403861,0.620777241554483,0.000378654500732304,0.000129280063143105,0.000831474932425651,"CAMDA23_MetaSUB_gCSD17_DEN_15"
365,126,780,0.287175452399685,0.0991345397324941,0.613690007867821,0.000267540779811739,9.23565431678881e-05,0.000571730981515498,"CAMDA23_MetaSUB_gCSD17_DEN_16"
265,237,2148,0.1,0.0894339622641509,0.810566037735849,0.000272750196843302,0.000243931308120237,0.00221082046346949,"CAMDA23_MetaSUB_gCSD17_DEN_17"
240,225,1512,0.121396054628225,0.113808801213961,0.764795144157815,0.000401628603989176,0.000376526816239853,0.00253026020513181,"CAMDA23_MetaSUB_gCSD17_DEN_18"
391,225,1344,0.199489795918367,0.114795918367347,0.685714285714286,0.000296644503048383,0.000170703358531678,0.00101966806162922,"CAMDA23_MetaSUB_gCSD17_DEN_19"
215,355,3673,0.0506716945557389,0.0836672165920339,0.865661088852227,0.000230640913552567,0.000380825694470518,0.00394020500222595,"CAMDA23_MetaSUB_gCSD17_DEN_1"
76,266,922,0.060126582278481,0.210443037974684,0.729430379746835,0.000490057001367001,0.0017151995047845,0.00594516520079441,"CAMDA23_MetaSUB_gCSD17_DEN_20"
252,211,610,0.234855545200373,0.196644920782852,0.568499534016775,0.000341609223449033,0.000286029945030738,0.000826911215491707,"CAMDA23_MetaSUB_gCSD17_DEN_21"
734,242,54505,0.0132297543303113,0.00436185360754132,0.982408392062147,0.00129409213442338,0.000426662529333049,0.0960960378566026,"CAMDA23_MetaSUB_gCSD17_DEN_22"
1089,293,17499,0.0576770298183359,0.0155182458556221,0.926804724326042,0.000933551533501984,0.000251175940602462,0.0150011187187798,"CAMDA23_MetaSUB_gCSD17_DEN_23"
212,190,2191,0.0817585807944466,0.0732741997686078,0.844967219436946,0.000390908789178465,0.000350342782754284,0.00404000545797177,"CAMDA23_MetaSUB_gCSD17_DEN_2"
323,168,1698,0.147555961626313,0.0767473732297853,0.775696665143901,0.000285467074510442,0.000148478230705121,0.00150069068891248,"CAMDA23_MetaSUB_gCSD17_DEN_3"
55,129,1374,0.0353016688061617,0.082798459563543,0.881899871630295,0.000557407951677798,0.0013073750139352,0.0139250641019144,"CAMDA23_MetaSUB_gCSD17_DEN_4"
215,181,1083,0.145368492224476,0.12237998647735,0.732251521298174,0.000327440421073152,0.000275659145182514,0.00164938593498709,"CAMDA23_MetaSUB_gCSD17_DEN_5"
641,187,47140,0.0133630753835891,0.00389843228819213,0.982738492328219,0.00135428352908118,0.000395087394599345,0.0995958277080917,"CAMDA23_MetaSUB_gCSD17_DEN_6"
894,325,15602,0.0531478509006599,0.0193210867368171,0.927531062362523,0.000873739723296208,0.000317634686880612,0.0152484196452656,"CAMDA23_MetaSUB_gCSD17_DEN_7"
288,161,1102,0.18568665377176,0.103803997421019,0.710509348807221,0.000203133761465949,0.00011355741526395,0.000777268767831512,"CAMDA23_MetaSUB_gCSD17_DEN_8"
652,144,1629,0.268865979381443,0.0593814432989691,0.671752577319588,0.000407712775104508,9.00469932746152e-05,0.00101865661141908,"CAMDA23_MetaSUB_gCSD17_DEN_9"
937,273,1112,0.403531438415159,0.117571059431525,0.478897502153316,0.000372981046034698,0.000108670037958882,0.000442641326777571,"CAMDA23_MetaSUB_gCSD17_DOH_10"
1454,242,1300,0.485313751668892,0.0807743658210948,0.433911882510013,0.000697453096998745,0.000116082289871868,0.000623582548898465,"CAMDA23_MetaSUB_gCSD17_DOH_11"
3526,181,1405,0.689749608763693,0.0354068857589984,0.274843505477308,0.00100876792701624,5.17830387946511e-05,0.000401962262466767,"CAMDA23_MetaSUB_gCSD17_DOH_12"
541,309,2808,0.147895024603609,0.0844723892837616,0.76763258611263,0.000985392153291319,0.00056282102655641,0.00511456777530873,"CAMDA23_MetaSUB_gCSD17_DOH_13"
4239,910,889,0.702053660152368,0.15071215634316,0.147234183504472,0.00259965656813443,0.000558076781552803,0.000545198086593892,"CAMDA23_MetaSUB_gCSD17_DOH_14"
3960,227,3313,0.528,0.0302666666666667,0.441733333333333,0.00174781578198205,0.000100190450128769,0.00146225093073397,"CAMDA23_MetaSUB_gCSD17_DOH_1"
2645,301,2872,0.454623581986937,0.0517359917497422,0.493640426263321,0.0010162164322005,0.000115645045781607,0.00110343047004909,"CAMDA23_MetaSUB_gCSD17_DOH_2"
915,340,979,0.409579230080573,0.152193375111907,0.43822739480752,0.00037380764553067,0.000138901201617954,0.00039995375407052,"CAMDA23_MetaSUB_gCSD17_DOH_3"
1390,153,2194,0.371956114530372,0.0409419320310409,0.587101953438587,0.000548295137411045,6.03519108085539e-05,0.000865438511855995,"CAMDA23_MetaSUB_gCSD17_DOH_4"
914,303,1525,0.333333333333333,0.110503282275711,0.556163384390955,0.000313475538275912,0.000103920227677901,0.000523030848873923,"CAMDA23_MetaSUB_gCSD17_DOH_5"
1023,446,1809,0.312080536912752,0.136058572300183,0.551860890787065,0.000760421792514119,0.000331523088427466,0.00134467548646925,"CAMDA23_MetaSUB_gCSD17_DOH_6"
4669,465,6081,0.4163174320107,0.0414623272403032,0.542220240748997,0.00107609754343687,0.000107171847868525,0.00140153119760968,"CAMDA23_MetaSUB_gCSD17_DOH_7"
1504,716,1282,0.429468874928612,0.20445459737293,0.366076527698458,0.00108114946891408,0.00051469615674367,0.000921564906348303,"CAMDA23_MetaSUB_gCSD17_DOH_8"
8210,289,6104,0.562213243854003,0.019790454016298,0.417996302129699,0.00287166156226784,0.000101085285200415,0.00213503315177623,"CAMDA23_MetaSUB_gCSD17_DOH_9"
931,220,1784,0.317206132879046,0.0749574105621806,0.607836456558773,0.000523315945678568,0.000123662199838115,0.00100278802050544,"CAMDA23_MetaSUB_gCSD17_ILR_10"
6532,161,1012,0.847761194029851,0.0208955223880597,0.13134328358209,0.00223301657908834,5.50391410338675e-05,0.000345960315070024,"CAMDA23_MetaSUB_gCSD17_ILR_11"
6527,1536,9619,0.369132451080195,0.0868680013573125,0.543999547562493,0.00134611069497012,0.000316780454645948,0.00198379634976522,"CAMDA23_MetaSUB_gCSD17_ILR_12"
1509,366,1923,0.397314375987362,0.0963665086887836,0.506319115323855,0.000979288280015445,0.000237521213045496,0.0012479598160833,"CAMDA23_MetaSUB_gCSD17_ILR_13"
6741,830,9116,0.403967160064721,0.049739318032001,0.546293521903278,0.00195736708719619,0.000241004996643352,0.00264698981855518,"CAMDA23_MetaSUB_gCSD17_ILR_14"
2554,624,9217,0.206050826946349,0.0503428801936265,0.743606292860024,0.000862154231087715,0.000210643790210937,0.00311138431790739,"CAMDA23_MetaSUB_gCSD17_ILR_15"
2001,290,2392,0.427290198590647,0.0619261157377749,0.510783685671578,0.000527451324097883,7.64422208837511e-05,0.000630516525358389,"CAMDA23_MetaSUB_gCSD17_ILR_16"
1081,443,1632,0.342522179974651,0.140367553865653,0.517110266159696,0.00057891444704834,0.000237242460723788,0.000873994798874089,"CAMDA23_MetaSUB_gCSD17_ILR_17"
783,404,1145,0.335763293310463,0.173241852487136,0.490994854202401,0.000594892585040009,0.000306943300582584,0.000869925938532325,"CAMDA23_MetaSUB_gCSD17_ILR_18"
2783,386,5498,0.321103034498673,0.0445367485865928,0.634360216914734,0.000788610235271082,0.000109379644561494,0.00155795151761423,"CAMDA23_MetaSUB_gCSD17_ILR_1"
7076,1334,5841,0.496526559539681,0.0936074661427268,0.409865974317592,0.00202934462149109,0.000382581363067993,0.00167515572839591,"CAMDA23_MetaSUB_gCSD17_ILR_2"
1443,450,2136,0.358153387937453,0.111690245718541,0.530156366344006,0.000807716462974345,0.00025188663086518,0.00119562187450672,"CAMDA23_MetaSUB_gCSD17_ILR_3"
1308,345,1702,0.389865871833085,0.102831594634873,0.507302533532042,0.000420903726639119,0.000111018184778667,0.000547689711574756,"CAMDA23_MetaSUB_gCSD17_ILR_4"
1237,323,2486,0.305734058329214,0.0798319327731092,0.614434008897677,0.000545942591731154,0.000142554128641199,0.00109718131208056,"CAMDA23_MetaSUB_gCSD17_ILR_5"
3947,760,6607,0.348859819692416,0.0671734134700371,0.583966766837546,0.000660926137192325,0.00012726219008517,0.00110634380249042,"CAMDA23_MetaSUB_gCSD17_ILR_6"
932,391,1310,0.353968856817319,0.148499810102545,0.497531333080137,0.000451762698555038,0.000189527054865901,0.000634988342389592,"CAMDA23_MetaSUB_gCSD17_ILR_7"
1254,434,1886,0.350867375489647,0.121432568550644,0.527700055959709,0.000510058400466618,0.000176527388997219,0.000767121326379618,"CAMDA23_MetaSUB_gCSD17_ILR_8"
1303,417,3589,0.245432284799397,0.0785458655113957,0.676021849689207,0.000532524016710546,0.000170424032976437,0.00146679101763174,"CAMDA23_MetaSUB_gCSD17_ILR_9"
1269,346,2195,0.333070866141732,0.0908136482939633,0.576115485564304,0.000659547983545083,0.000179829473842868,0.00114082570833842,"CAMDA23_MetaSUB_gCSD17_MIN_1"
703,217,4275,0.135322425409047,0.0417709335899904,0.822906641000962,0.00040174275205786,0.00012400878690833,0.0024430302490005,"CAMDA23_MetaSUB_gCSD17_MIN_2"
1035,268,1828,0.330565314595976,0.0855956563398275,0.583839029064197,0.000431449905122707,0.00011171842953902,0.000762019735810926,"CAMDA23_MetaSUB_gCSD17_MIN_3"
3047,341,3752,0.426750700280112,0.0477591036414566,0.525490196078431,0.00146762176877564,0.000164246479538068,0.00180719293614906,"CAMDA23_MetaSUB_gCSD17_MIN_4"
786,147,1883,0.279119318181818,0.0522017045454545,0.668678977272727,0.000466849803251912,8.73116044249759e-05,0.00111842007572945,"CAMDA23_MetaSUB_gCSD17_MIN_5"
1055,193,2136,0.311761229314421,0.0570330969267139,0.631205673758865,0.000520212601768131,9.51668551101889e-05,0.00105324560888789,"CAMDA23_MetaSUB_gCSD17_MIN_6"
2770,169,6258,0.301185169076873,0.0183755572469283,0.680439273676199,0.000854749118790687,5.21489534569048e-05,0.00193105414635095,"CAMDA23_MetaSUB_gCSD17_NYC_10"
1110,464,1467,0.365011509371917,0.152581387701414,0.482407102926669,0.000461739284528739,0.000193015340559761,0.000610244621985279,"CAMDA23_MetaSUB_gCSD17_NYC_11"
896,370,1332,0.344880677444188,0.142417244033872,0.51270207852194,0.000835956582504996,0.000345205285186215,0.00124273902667037,"CAMDA23_MetaSUB_gCSD17_NYC_12"
2601,405,6856,0.263739606570675,0.0410667207462989,0.695193672683026,0.000858749138279411,0.000133715263745929,0.0022635848104743,"CAMDA23_MetaSUB_gCSD17_NYC_13"
2095,1062,3458,0.316704459561602,0.160544217687075,0.522751322751323,0.00100151924972584,0.000507691381006606,0.00165310432723243,"CAMDA23_MetaSUB_gCSD17_NYC_14"
1732,204,3628,0.311286843997124,0.0366642703091301,0.652048885693746,0.000862324771822493,0.000101567120930594,0.00180630154282448,"CAMDA23_MetaSUB_gCSD17_NYC_15"
2161,209,4596,0.310221073786965,0.0300028710881424,0.659776055124892,0.000744746624171422,7.20277854936729e-05,0.0015839220197556,"CAMDA23_MetaSUB_gCSD17_NYC_16"
16461,783,24406,0.395222088835534,0.0187995198079232,0.585978391356543,0.00315072669986787,0.000149870542858669,0.00467144376629459,"CAMDA23_MetaSUB_gCSD17_NYC_17"
1088,240,1373,0.402813772676786,0.0888559792669382,0.508330248056275,0.000351825856548828,7.76086448269473e-05,0.000443986122280828,"CAMDA23_MetaSUB_gCSD17_NYC_18"
1018,112,2924,0.251110014800197,0.0276270350271337,0.721262950172669,0.000198309692337512,2.18179622218088e-05,0.000569604656576508,"CAMDA23_MetaSUB_gCSD17_NYC_19"
1149,793,1613,0.323206751054852,0.223066104078762,0.453727144866385,0.000674236422850101,0.000465334624299504,0.000946512924331778,"CAMDA23_MetaSUB_gCSD17_NYC_1"
7087,252,7568,0.47541423492319,0.0169048098208895,0.50768095525592,0.00181886216787223,6.46752174832512e-05,0.00194230970600494,"CAMDA23_MetaSUB_gCSD17_NYC_20"
2804,545,6857,0.274740348814423,0.0533999608073682,0.671859690378209,0.00109825591164445,0.000213462721771122,0.00268571354712767,"CAMDA23_MetaSUB_gCSD17_NYC_2"
6855,1146,2831,0.632847119645495,0.105797636632201,0.261355243722304,0.00229841585333592,0.000384242825371695,0.000949207189029029,"CAMDA23_MetaSUB_gCSD17_NYC_3"
1784,194,6171,0.218922567186158,0.0238066020370598,0.757270830776782,0.000980637898356662,0.000106638874597081,0.00339210564504426,"CAMDA23_MetaSUB_gCSD17_NYC_4"
3330,180,7183,0.311418685121107,0.0168334424389788,0.671747872439914,0.000773166793670341,4.17927996578563e-05,0.00166776488856879,"CAMDA23_MetaSUB_gCSD17_NYC_5"
5612,422,21893,0.200952483259928,0.0151108246499803,0.783936692090092,0.00141308554480466,0.000106258392713394,0.00551259476700078,"CAMDA23_MetaSUB_gCSD17_NYC_6"
8583,455,6907,0.538287864534337,0.028535591094387,0.433176544371276,0.00299256722031891,0.000158641277553898,0.00240820945948302,"CAMDA23_MetaSUB_gCSD17_NYC_7"
4341,289,13414,0.24057858567945,0.0160164043449346,0.743405009975615,0.00122626564399709,8.16380490935634e-05,0.00378924841017668,"CAMDA23_MetaSUB_gCSD17_NYC_8"
4415,129,1282,0.757809818056986,0.0221421215242019,0.220048060418812,0.00152641141195649,4.45995633391589e-05,0.000443229768998463,"CAMDA23_MetaSUB_gCSD17_NYC_9"
512,376,2713,0.142182727020272,0.104415440155512,0.753401832824215,0.000515784309478645,0.00037877910227338,0.00273305240549915,"CAMDA23_MetaSUB_gCSD17_SAN_10"
736,278,1091,0.349643705463183,0.132066508313539,0.518289786223278,0.000552903305775811,0.00020884119430119,0.000819589003534525,"CAMDA23_MetaSUB_gCSD17_SAN_11"
132,228,2199,0.0515826494724502,0.0890973036342321,0.859320046893318,0.000994492620412715,0.00171775998071287,0.0165673429718754,"CAMDA23_MetaSUB_gCSD17_SAN_12"
160,447,349,0.167364016736402,0.467573221757322,0.365062761506276,0.000237871879232447,0.000664554562605649,0.000518858036575775,"CAMDA23_MetaSUB_gCSD17_SAN_13"
463,263,701,0.324456902592852,0.184302733006307,0.491240364400841,0.000382072151396296,0.00021703018535038,0.000578472090990937,"CAMDA23_MetaSUB_gCSD17_SAN_14"
497,382,1146,0.245432098765432,0.188641975308642,0.565925925925926,0.000364798755133423,0.000280388580404361,0.000841165741213084,"CAMDA23_MetaSUB_gCSD17_SAN_15"
168,279,356,0.209215442092154,0.347447073474471,0.443337484433375,0.000418044596400337,0.000694252633307703,0.000885856406657858,"CAMDA23_MetaSUB_gCSD17_SAN_16"
192,58,364,0.312703583061889,0.0944625407166124,0.592833876221498,0.000789866668860741,0.000238605556218349,0.00149745555971515,"CAMDA23_MetaSUB_gCSD17_SAN_1"
784,227,1577,0.302936630602782,0.0877125193199382,0.60935085007728,0.000306313057414554,8.86901326952853e-05,0.000616142463702489,"CAMDA23_MetaSUB_gCSD17_SAN_2"
67,243,1099,0.0475514549325763,0.172462739531583,0.779985805535841,0.000625425896365996,0.00226833571368563,0.0102588516433766,"CAMDA23_MetaSUB_gCSD17_SAN_3"
210,634,399,0.168946098149638,0.51005631536605,0.320997586484312,0.000678281428654483,0.00204776393222354,0.00128873471444352,"CAMDA23_MetaSUB_gCSD17_SAN_4"
290,618,517,0.203508771929825,0.433684210526316,0.36280701754386,0.000903117311824608,0.00192457413347451,0.00161004017314939,"CAMDA23_MetaSUB_gCSD17_SAN_5"
115,305,421,0.136741973840666,0.362663495838288,0.500594530321046,0.000713638563786877,0.00189269358221737,0.00261253769873283,"CAMDA23_MetaSUB_gCSD17_SAN_6"
1046,2171,1255,0.233899821109123,0.48546511627907,0.280635062611807,0.00115547552899459,0.00239821928627845,0.00138634970256999,"CAMDA23_MetaSUB_gCSD17_SAN_7"
576,206,988,0.325423728813559,0.11638418079096,0.55819209039548,0.000533429153014523,0.000190775009585055,0.000914979172184633,"CAMDA23_MetaSUB_gCSD17_SAN_8"
915,252,1694,0.319818245368752,0.0880810905277875,0.59210066410346,0.000524069090061416,0.000144333782180849,0.000970243757993486,"CAMDA23_MetaSUB_gCSD17_SAN_9"
218,532,18521,0.0113123345960251,0.0276062477297494,0.961081417674226,0.000112617964735079,0.000274829161647074,0.00956787763696514,"CAMDA23_MetaSUB_gCSD17_SAO_10"
893,650,1130,0.334081556303779,0.243172465394688,0.422745978301534,0.000394126326093855,0.000286878064905942,0.000498726482067252,"CAMDA23_MetaSUB_gCSD17_SAO_11"
277,410,9338,0.0276309226932668,0.0408977556109726,0.931471321695761,0.000142620887936023,0.000211099509219385,0.00480792004168443,"CAMDA23_MetaSUB_gCSD17_SAO_12"
5798,425,11052,0.335629522431259,0.0246020260492041,0.639768451519537,0.0115662977473847,0.000847822791072526,0.0220473823221966,"CAMDA23_MetaSUB_gCSD17_SAO_13"
271,247,1897,0.112215320910973,0.102277432712215,0.785507246376812,0.000263747472014544,0.000240389762315839,0.00184623230410181,"CAMDA23_MetaSUB_gCSD17_SAO_14"
498,225,1683,0.206982543640898,0.0935162094763092,0.699501246882793,0.000212885379177502,9.61831532428471e-05,0.000719449986256496,"CAMDA23_MetaSUB_gCSD17_SAO_15"
216,238,363,0.26438188494492,0.291309669522644,0.444308445532436,0.000283182128061251,0.000312024752215638,0.000475903298547381,"CAMDA23_MetaSUB_gCSD17_SAO_16"
164,246,402,0.201970443349754,0.302955665024631,0.495073891625616,0.000372218855608589,0.000558328283412884,0.000912390121674713,"CAMDA23_MetaSUB_gCSD17_SAO_17"
825,476,781,0.396253602305476,0.228626320845341,0.375120076849183,0.000555050590338352,0.00032024737091037,0.000525447892186973,"CAMDA23_MetaSUB_gCSD17_SAO_18"
598,603,502,0.351145038167939,0.354081033470346,0.294773928361715,0.000297216552079248,0.000299701640307336,0.000249502858099971,"CAMDA23_MetaSUB_gCSD17_SAO_19"
317,439,616,0.231049562682216,0.31997084548105,0.448979591836735,0.000210147819434629,0.000291024898207578,0.000408362955115873,"CAMDA23_MetaSUB_gCSD17_SAO_1"
556,135,664,0.410332103321033,0.0996309963099631,0.490036900369004,0.000533325148007321,0.000129494415433432,0.000636920680354067,"CAMDA23_MetaSUB_gCSD17_SAO_20"
640,190,953,0.358945597307908,0.106561974200785,0.534492428491307,0.000661121510001529,0.000196270448281704,0.000984451248486652,"CAMDA23_MetaSUB_gCSD17_SAO_21"
152,227,227,0.250825082508251,0.374587458745875,0.374587458745875,0.000285215159185711,0.000425946323257607,0.000425946323257607,"CAMDA23_MetaSUB_gCSD17_SAO_22"
2641,404,4334,0.357907575552243,0.0547499661200705,0.587342458327687,0.00316349179540437,0.000483926802477609,0.00519143257905435,"CAMDA23_MetaSUB_gCSD17_SAO_23"
78,265,187,0.147169811320755,0.5,0.352830188679245,0.000261983212921818,0.000890071172106177,0.000628087959184359,"CAMDA23_MetaSUB_gCSD17_SAO_24"
324,161,462,0.342133051742344,0.170010559662091,0.487856388595565,0.000189879871678714,9.43538868526942e-05,0.000270754631838166,"CAMDA23_MetaSUB_gCSD17_SAO_25"
392,436,6242,0.0554455445544554,0.0616690240452617,0.882885431400283,0.000210528690173197,0.000234159461519169,0.00335234715321709,"CAMDA23_MetaSUB_gCSD17_SAO_2"
861,474,1763,0.277921239509361,0.153001936733376,0.569076823757263,0.000568379484735281,0.000312905779052872,0.00116382465921986,"CAMDA23_MetaSUB_gCSD17_SAO_3"
251,24,1646,0.130661114003123,0.0124934929724102,0.856845393024466,5.64675476953929e-05,5.39928742904155e-06,0.000370301129508433,"CAMDA23_MetaSUB_gCSD17_SAO_4"
328,258,2968,0.092290377039955,0.0725942599887451,0.8351153629713,0.000390190515277505,0.000306918149212184,0.00353074832116962,"CAMDA23_MetaSUB_gCSD17_SAO_5"
569,257,3968,0.118690029203171,0.0536086775135586,0.827701293283271,0.000397602089053085,0.000179584774844715,0.00277273302172696,"CAMDA23_MetaSUB_gCSD17_SAO_6"
1004,613,781,0.418682235195997,0.255629691409508,0.325688073394495,0.000432239002337276,0.000263906880909114,0.000336233725921726,"CAMDA23_MetaSUB_gCSD17_SAO_7"
358,369,571,0.275808936825886,0.284283513097072,0.439907550077042,0.000272023038375764,0.00028038128815826,0.000433869147800451,"CAMDA23_MetaSUB_gCSD17_SAO_8"
450,166,771,0.324441240086518,0.119682768565249,0.555875991348234,0.000402138662772773,0.000148344484489512,0.000688997575550684,"CAMDA23_MetaSUB_gCSD17_SAO_9"
489,153,510,0.424479166666667,0.1328125,0.442708333333333,0.000406450004155931,0.00012717147369296,0.000423904912309866,"CAMDA23_MetaSUB_gCSD17_TOK_10"
504,221,966,0.298048492016558,0.130691898285038,0.571259609698403,0.000187817780977636,8.23566063413842e-05,0.000359984080207136,"CAMDA23_MetaSUB_gCSD17_TOK_11"
1492,338,3242,0.29416403785489,0.0666403785488959,0.639195583596215,0.000355301795774338,8.04906212947226e-05,0.000772043178217428,"CAMDA23_MetaSUB_gCSD17_TOK_12"
269,282,394,0.284656084656085,0.298412698412698,0.416931216931217,0.000190027712963493,0.00019921120838552,0.000278330553559911,"CAMDA23_MetaSUB_gCSD17_TOK_13"
1794,250,611,0.675706214689266,0.0941619585687382,0.230131826741996,0.000672586729571397,9.37272477106182e-05,0.000229069393404751,"CAMDA23_MetaSUB_gCSD17_TOK_14"
446,245,843,0.290743155149935,0.159713168187744,0.549543676662321,0.000474203237553494,0.00026049280986683,0.000896307913133622,"CAMDA23_MetaSUB_gCSD17_TOK_15"
242,181,1793,0.109205776173285,0.0816787003610108,0.809115523465704,0.00150491897068517,0.00112557989129759,0.011150081464622,"CAMDA23_MetaSUB_gCSD17_TOK_16"
311,593,518,0.218706047819972,0.417018284106892,0.364275668073136,0.000234712906870296,0.000447539401202847,0.000390936610156956,"CAMDA23_MetaSUB_gCSD17_TOK_17"
